eq,cry,deff,wd,avg,pos,avg_is,pos_is,avg_oos,pos_oos
0.52,0.3,0.13,0.0,0.015909387566296698,0.7526881720430108,0.01616492325814109,0.75,0.015636816161662674,0.7555555555555555
0.52,0.3,0.13,0.04,0.016392918330573904,0.7311827956989247,0.017020834429103064,0.7291666666666666,0.01572314115880947,0.7333333333333333
0.52,0.3,0.13,0.08,0.016971632928485192,0.7311827956989247,0.017838184447150105,0.7291666666666666,0.016047311308575955,0.7333333333333333
0.52,0.3,0.13,0.12,0.017529821866543407,0.6989247311827957,0.018725993707169614,0.6875,0.016253905236542125,0.7111111111111111
0.52,0.3,0.16,0.0,0.015701411217802178,0.7526881720430108,0.015851686943702228,0.75,0.015541117110175466,0.7555555555555555
0.52,0.3,0.16,0.04,0.016271729881622923,0.7419354838709677,0.016665958083084617,0.7291666666666666,0.01585121980006378,0.7555555555555555
0.52,0.3,0.16,0.08,0.016729062766780933,0.7204301075268817,0.01750484785505016,0.7083333333333334,0.01590155867262709,0.7333333333333333
0.52,0.3,0.16,0.12,0.017178176367695492,0.6989247311827957,0.018251215735127377,0.6875,0.016033601042434814,0.7111111111111111
0.52,0.3,0.19,0.0,0.01546015344002229,0.7526881720430108,0.015412567540424152,0.75,0.015510911732926968,0.7555555555555555
0.52,0.3,0.19,0.04,0.01596245098078217,0.7311827956989247,0.01619688340770856,0.7083333333333334,0.01571238972539402,0.7555555555555555
0.52,0.3,0.19,0.08,0.016408761249550475,0.7096774193548387,0.01703219449031833,0.6875,0.01574376579273143,0.7333333333333333
0.52,0.3,0.19,0.12,0.016851499974403324,0.6989247311827957,0.0177486781814276,0.6875,0.015894509886910765,0.7111111111111111
0.52,0.34,0.1,0.0,0.016609460561949525,0.7204301075268817,0.016975035154060365,0.7083333333333334,0.01621951433036463,0.7333333333333333
0.52,0.34,0.1,0.04,0.01717428580256444,0.7311827956989247,0.017729842044236954,0.7291666666666666,0.016581692478113755,0.7333333333333333
0.52,0.34,0.1,0.08,0.01752060734973817,0.7311827956989247,0.018502321499737597,0.7291666666666666,0.016473445589738775,0.7333333333333333
0.52,0.34,0.1,0.12,0.018133608864535838,0.6989247311827957,0.019463242060607438,0.7083333333333334,0.0167153334553928,0.6888888888888889
0.52,0.34,0.13,0.0,0.016179856398957606,0.7096774193548387,0.01666437913310746,0.7083333333333334,0.01566303214919776,0.7111111111111111
0.52,0.34,0.13,0.04,0.016780074224860084,0.7311827956989247,0.017519615692839583,0.7291666666666666,0.015991229992348626,0.7333333333333333
0.52,0.34,0.13,0.08,0.017324174802568176,0.7311827956989247,0.018362430075517806,0.7291666666666666,0.0162167025114219,0.7333333333333333
0.52,0.34,0.13,0.12,0.017822273140511463,0.7096774193548387,0.01912832705148624,0.7083333333333334,0.016429148968805034,0.7111111111111111
0.52,0.34,0.16,0.0,0.016025795260344824,0.7204301075268817,0.01637423387381264,0.7291666666666666,0.01565412740597916,0.7111111111111111
0.52,0.34,0.16,0.04,0.016557630983325126,0.7204301075268817,0.017200703245485813,0.7291666666666666,0.015871687237020392,0.7111111111111111
0.52,0.34,0.16,0.08,0.01707504210645121,0.7096774193548387,0.018007961085340404,0.7083333333333334,0.016079928528969403,0.7111111111111111
0.52,0.34,0.16,0.12,0.017485222794040224,0.6881720430107527,0.01867622993705519,0.6875,0.01621481517482426,0.6888888888888889
0.52,0.34,0.19,0.0,0.015742226198021833,0.7204301075268817,0.01595528102411862,0.7291666666666666,0.015514967716851931,0.7111111111111111
